fips,county,state_abb,gdp_2023
51103,Lancaster,VA,504259
51105,Lee,VA,418676
51107,Loudoun,VA,35130231
51109,Louisa,VA,2247984
51111,Lunenburg,VA,255341
51113,Madison,VA,378854
51115,Mathews,VA,188556
51117,Mecklenburg,VA,1209591
51119,Middlesex,VA,370495
51125,Nelson,VA,548723
51127,New Kent,VA,659466
51131,Northampton,VA,487659
51133,Northumberland,VA,354820
51135,Nottoway,VA,544586
51137,Orange,VA,1136757
51139,Page,VA,648049
51141,Patrick,VA,404359
51145,Powhatan,VA,908893
51147,Prince Edward,VA,760438
51155,Pulaski,VA,1572576
51157,Rappahannock,VA,306185
51159,Richmond,VA,284016
51167,Russell,VA,693633
51169,Scott,VA,446558
51171,Shenandoah,VA,1682095
51173,Smyth,VA,1091218
51179,Stafford,VA,6550434
51181,Surry,VA,1144567
51183,Sussex,VA,327521
51185,Tazewell,VA,1288724
51187,Warren,VA,1831575
51193,Westmoreland,VA,484994
51197,Wythe,VA,1549669
51510,Alexandria City,VA,14395458
51550,Chesapeake City,VA,11626372
51650,Hampton City,VA,6964845
51700,Newport News City,VA,15777786
51710,Norfolk City,VA,21207484
51740,Portsmouth City,VA,6137732
51760,Richmond City,VA,27367900
51770,Roanoke City,VA,7806615
51800,Suffolk City,VA,4390327
51810,Virginia Beach City,VA,24018999
51003,Albemarle,VA,6784575
51540,Charlottesville,VA,6784575
51005,Alleghany,VA,423632.5
51580,Covington,VA,423632.5
51015,Augusta,VA,1779023.6666666667
51790,Staunton,VA,1779023.6666666667
51820,Waynesboro,VA,1779023.6666666667
51031,Campbell,VA,3741160
51680,Lynchburg,VA,3741160
51035,Carroll,VA,471195.5
51640,Galax,VA,471195.5
51053,Dinwiddie,VA,1044293.3333333334
51570,Colonial Heights,VA,1044293.3333333334
51730,Petersburg,VA,1044293.3333333334
NA,Fairfax City,VA,48911257
51610,Falls Church,VA,48911257
51069,Frederick,VA,3726606.5
51840,Winchester,VA,3726606.5
51081,Greensville,VA,729182.5
51595,Emporia,VA,729182.5
51089,Henry,VA,1150463.5
51690,Martinsville,VA,1150463.5
NA,James City,VA,3042049
51830,Williamsburg,VA,3042049
51121,Montgomery,VA,3025488
51750,Radford,VA,3025488
51143,Pittsylvania,VA,1847539.5
51590,Danville,VA,1847539.5
51149,Prince George,VA,2033285
51670,Hopewell,VA,2033285
51153,Prince William,VA,7911594.333333333
51683,Manassas,VA,7911594.333333333
51685,Manassas Park,VA,7911594.333333333
51161,Roanoke,VA,3207770
51775,Salem,VA,3207770
51163,Rockbridge,VA,445728.6666666667
51530,Buena Vista,VA,445728.6666666667
51678,Lexington,VA,445728.6666666667
51165,Rockingham,VA,4143613.5
51660,Harrisonburg,VA,4143613.5
51175,Southampton,VA,410157
51177,Spotsylvania,VA,3664002
51630,Fredericksburg,VA,3664002
51191,Washington,VA,1724144.5
51520,Bristol,VA,1724144.5
51195,Wise,VA,819931.5
51720,Norton,VA,819931.5
51199,York,VA,1517946.5
51735,Poquoson,VA,1517946.5
53001,Adams,WA,725966
53003,Asotin,WA,726576
53005,Benton,WA,12676667
53007,Chelan,WA,5470834
53009,Clallam,WA,2936919
53011,Clark,WA,25470739
53013,Columbia,WA,348996
53015,Cowlitz,WA,5566844
53017,Douglas,WA,1920541
53019,Ferry,WA,205051
53021,Franklin,WA,4012944
53023,Garfield,WA,146995
53025,Grant,WA,6802642
53027,Grays Harbor,WA,2845591
53029,Island,WA,3602961
53031,Jefferson,WA,1377253
53033,King,WA,389400518
53035,Kitsap,WA,14063625
53037,Kittitas,WA,2057127
53039,Klickitat,WA,2031896
53041,Lewis,WA,3939309
53043,Lincoln,WA,357614
53045,Mason,WA,1834408
53047,Okanogan,WA,1747565
53049,Pacific,WA,794816
53051,Pend Oreille,WA,556041
53053,Pierce,WA,48890368
53055,San Juan,WA,958138
53057,Skagit,WA,6670384
53059,Skamania,WA,337980
53061,Snohomish,WA,49976303
53063,Spokane,WA,30682043
53065,Stevens,WA,1276084
53067,Thurston,WA,16194463
53069,Wahkiakum,WA,111468
53071,Walla Walla,WA,3452245
53073,Whatcom,WA,15332005
53075,Whitman,WA,2493089
53077,Yakima,WA,10394964
54001,Barbour,WV,481017
54003,Berkeley,WV,4487549
54005,Boone,WV,611686
54007,Braxton,WV,303588
54009,Brooke,WV,932789
54011,Cabell,WV,5162654
54013,Calhoun,WV,121609
54015,Clay,WV,157456
54017,Doddridge,WV,670493
54019,Fayette,WV,1102880
54021,Gilmer,WV,184225
54023,Grant,WV,422251
54025,Greenbrier,WV,1135407
54027,Hampshire,WV,392653
54029,Hancock,WV,942454
54031,Hardy,WV,766892
54033,Harrison,WV,4748951
54035,Jackson,WV,936891
54037,Jefferson,WV,2019688
54039,Kanawha,WV,11325618
54041,Lewis,WV,569276
54043,Lincoln,WV,232576
54045,Logan,WV,1386959
54047,Mcdowell,WV,532973
54049,Marion,WV,2300888
54051,Marshall,WV,2821698
54053,Mason,WV,738188
54055,Mercer,WV,1760807
54057,Mineral,WV,835034
54059,Mingo,WV,546111
54061,Monongalia,WV,7392502
54063,Monroe,WV,240714
54065,Morgan,WV,296122
54067,Nicholas,WV,672911
54069,Ohio,WV,3851528
54071,Pendleton,WV,154947
54073,Pleasants,WV,523106
54075,Pocahontas,WV,264796
54077,Preston,WV,752139
54079,Putnam,WV,2923115
54081,Raleigh,WV,3217131
54083,Randolph,WV,887940
54085,Ritchie,WV,680384
54087,Roane,WV,299079
54089,Summers,WV,219338
54091,Taylor,WV,588348
54093,Tucker,WV,319694
54095,Tyler,WV,1413220
54097,Upshur,WV,781373
54099,Wayne,WV,972113
54101,Webster,WV,133462
54103,Wetzel,WV,1069209
54105,Wirt,WV,79511
54107,Wood,WV,3717276
54109,Wyoming,WV,700206
55001,Adams,WI,607796
55003,Ashland,WI,685745
55005,Barron,WI,2193015
55007,Bayfield,WI,437261
55009,Brown,WI,19426074
55011,Buffalo,WI,562340
55013,Burnett,WI,549363
55015,Calumet,WI,1677614
55017,Chippewa,WI,2842870
55019,Clark,WI,1277227
55021,Columbia,WI,2920752
55023,Crawford,WI,711117
55025,Dane,WI,48999812
55027,Dodge,WI,3759273
55029,Door,WI,1459999
55031,Douglas,WI,1791319
55033,Dunn,WI,1803412
55035,Eau Claire,WI,6591965
55037,Florence,WI,122254
55039,Fond Du Lac,WI,5021945
55041,Forest,WI,319997
55043,Grant,WI,2298089
55045,Green,WI,1977741
55047,Green Lake,WI,640394
55049,Iowa,WI,1239608
55051,Iron,WI,167183
55053,Jackson,WI,820271
55055,Jefferson,WI,3672417
55057,Juneau,WI,940443
55059,Kenosha,WI,7833266
55061,Kewaunee,WI,689681
55063,La Crosse,WI,7470222
55065,Lafayette,WI,668059
55067,Langlade,WI,690976
55069,Lincoln,WI,1311189
55071,Manitowoc,WI,4060330
55073,Marathon,WI,8736047
55075,Marinette,WI,1918543
55077,Marquette,WI,403152
55078,Menominee,WI,172461
55079,Milwaukee,WI,61455546
55081,Monroe,WI,2317098
55083,Oconto,WI,984634
55085,Oneida,WI,1802995
55087,Outagamie,WI,12909272
55089,Ozaukee,WI,5573300
55091,Pepin,WI,287208
55093,Pierce,WI,1208143
55095,Polk,WI,1600424
55097,Portage,WI,4274207
55099,Price,WI,566799
55101,Racine,WI,8691488
55103,Richland,WI,756368
55105,Rock,WI,8380111
55107,Rusk,WI,514171
55109,St. Croix,WI,4188829
55111,Sauk,WI,4132687
55113,Sawyer,WI,713617
55115,Shawano,WI,1269075
55117,Sheboygan,WI,6875216
55119,Taylor,WI,782461
55121,Trempealeau,WI,1337861
55123,Vernon,WI,1181113
55125,Vilas,WI,936756
55127,Walworth,WI,4659143
55129,Washburn,WI,599328
55131,Washington,WI,6766231
55133,Waukesha,WI,32821351
55135,Waupaca,WI,1915129
55137,Waushara,WI,629616
55139,Winnebago,WI,11004211
55141,Wood,WI,4116121
56001,Albany,WY,1654243
56003,Big Horn,WY,527504
56005,Campbell,WY,5668981
56007,Carbon,WY,1372720
56009,Converse,WY,1600158
56011,Crook,WY,345074
56013,Fremont,WY,1633106
56015,Goshen,WY,493298
56017,Hot Springs,WY,223532
56019,Johnson,WY,434873
56021,Laramie,WY,6478574
56023,Lincoln,WY,985598
56025,Natrona,WY,5447366
56027,Niobrara,WY,118556
56029,Park,WY,1619217
56031,Platte,WY,557581
56033,Sheridan,WY,1591258
56035,Sublette,WY,819068
56037,Sweetwater,WY,3414965
56039,Teton,WY,3695069
56041,Uinta,WY,870000
56043,Washakie,WY,347700
56045,Weston,WY,317107
