<<<<<<< HEAD
"FIPS","static_IDC_loss","IDC_econ_loss"
"40109",56030943.0782109,35693368.1977927
"40119",4840326.31389776,3323007.33707367
"40125",192937.151214057,1072913.51549983
"40143",9617156.43488818,9121331.5531974
"41003",6811081.14887973,4542865.81981689
"41005",689955.081560649,17032328.9592927
"41039",21932836.9434973,19119489.7193736
"41051",119590938.562635,63131580.1866498
"41067",426140.583363379,27708631.6196671
"42003",305936442.196709,225215465.082309
"42017",2889732.72284172,30095468.6271258
"42027",44488650.983841,26931776.7225505
"42029",3852162.54678583,26663318.5861327
"42043",42468857.3450324,18350835.265075
"42045",758042.359413419,77609061.9787289
"42055",0,1452833.96134891
"42061",38316.5128589575,1167216.56363397
"42071",851158.655180783,9256839.20805671
"42091",1511645.66425623,82290720.7899063
"42093",4459861.72028308,963777.504066246
"42095",3344090.06556957,4011563.51634818
"42101",554019204.330082,265848454.265105
"42119",152416.575949281,582223.200338783
"44003",0,10401397.7591366
"44005",789303.048367502,3555650.9655695
"44007",73315779.5730298,55192962.4714551
"44009",4425242.97331564,5672773.53345302
"45003",83133.0995203837,6600358.82893963
"45019",62494638.4281575,42330863.8514028
"45045",2399435.55505596,3320285.06559234
"45047",82069.2480015987,408197.916777121
"45063",126863.642985612,8178441.7000238
"45075",0,479441.485613624
"45077",12333259.718725,5539722.80902278
"45079",32756520.9120703,16302659.286908
"45083",244027.846023181,1678878.68605683
"45091",98336.7204236611,960981.517214041
"46011",1924710.32395833,1325217.7197832
"46027",1606758.06666667,944268.73412615
"46041",112839.883333333,68096.9883895875
"46081",119524.905208333,127810.921225727
"46099",11408453.8713542,7787466.46608999
"46103",0,759904.414662426
"47001",888153.043336184,797569.938045277
"47037",296559761.990838,160923843.451132
"47065",139187.93201808,1816045.47092716
"47093",5107868.16262521,5951192.41253639
"47149",201324.56239311,21170057.110376
"47157",93788147.7755314,78225391.040547
"47167",325803.680735402,3080685.35388653
"47179",2885484.11626558,1384597.81583188
"47183",0,225740.450961388
"48029",107664297.276996,102627136.741256
"48039",0,40987992.941533
"48041",49903340.0758261,30697265.1996247
"48085",16278721.4550619,27762657.3914262
"48113",213127630.367473,126210128.702547
"48121",1512890.96616601,23309488.5814585
"48135",346394.419151515,538140.407613059
"48141",10840759.274224,10788293.9008327
"48143",231592.717111989,276375.822577117
"48157",1077302.12442688,77201373.9848588
"48167",49268252.2936706,45425335.4760609
"48201",506981570.64316,363127216.361094
"48209",1106298.43643742,4209361.20568354
"48215",8244768.08362582,9028512.92319687
"48273",567180.720326746,368930.859804505
"48303",12291416.1594625,10059097.5739803
"48309",2246914.70218709,3671808.00419685
"48339",186680.932173913,16777311.7695558
"48423",4181065.06307246,3516757.81035163
"48439",21679579.2830567,50670907.1335186
"48453",70301155.9896495,42526436.3587321
"48471",88794.2028985507,866298.149772583
"48473",103921.506192358,1670969.68367608
"48491",52280.0893386034,9665718.50797219
"49005",1785232.25604038,2925490.48504784
"49011",0,17646060.2014257
"49035",129324745.452638,87496428.4003479
"49037",75306.941419733,112465.298560111
"49049",4876018.37030283,12214136.6653367
"49051",0,1344273.43363826
"50001",214376.275862069,1123296.02051904
"50007",20523128.7462795,15916071.143433
"50015",49865.6406533575,491059.112126777
"50027",0,12152441.1609117
"51003",5176026.53121533,37940781.7859117
"51013",0,1913993.53888535
"51041",112137.782081022,11951168.2372831
"51053",97627.7722978652,295068.05653639
"51059",12125000.131686,14252239.4398955
"51087",10531.3445284922,15147669.5412875
"51107",678478.450721599,4892907.37537853
"51121",30874564.3930408,12788086.0333773
"51153",0,4990320.2918647
"51510",1265243.03600605,1617138.83302645
"51540",112563947.768869,23996492.5524331
"51650",132101.625483274,1475547.74832368
"51660",236533.329030089,1258236.10158666
"51710",3831649.81166583,2693889.4061232
"51760",56365027.5846361,18100964.4744641
"51770",135546.276180871,1319642.12352026
"51800",0,639392.850156647
"53005",8289860.47945097,8630260.8641259
"53033",478973267.507643,348327953.86569
"53035",195116.656299587,11101568.9357579
"53061",699174.758568708,69017656.9687222
"53063",139385.934385909,4599233.77317484
"53073",243658.076483656,2565800.76812705
"53075",15038680.0094573,5231409.34351366
"53077",0,2302979.08337563
"54011",1013430.33049908,541375.271344942
"54061",20043782.071719,9265610.96356629
"55009",0,1928278.20551103
"55025",167362264.663754,124426213.871373
"55035",98296.6727944883,716564.314309614
"55063",132208.754478239,847033.765030212
"55079",53795859.3016088,36136942.8301897
"55125",9478.40959502605,194788.351699265
"55133",269768.431843388,16949620.8033548
"55141",2239304.99490842,1585898.26512168
"56001",7869083.3008547,6342570.29344476
"56013",5852.35897435898,61910.8568918762
"01001",0,361971.56160805
"01003",0,921082.036985947
"01005",0,93436.9015844541
"01007",0,202972.362105629
"01009",0,2524496.45587894
"01011",0,69941.1478923599
"01013",0,82830.5741512257
"01015",0,764073.069016978
"01017",0,501279.839966142
"01019",0,68716.4335519051
"01021",0,637781.645432324
"01023",0,13066.1744312604
"01025",0,91467.142114316
"01027",0,80627.9036711698
"01029",0,63135.2509722802
"01031",0,196882.08468248
"01033",0,221029.625822701
"01035",0,58710.2769113892
"01037",0,102034.721627891
"01039",0,107466.760717742
"01041",0,30360.4889818094
"01043",0,1458620.84846116
"01045",0,262591.55585514
"01047",0,272432.081373711
"01049",0,166677.030603705
"01051",0,655147.662196752
"01053",0,123273.546708118
"01055",0,969022.558229945
"01057",0,203682.16924785
"01059",0,135869.419720847
"01061",0,48951.8301893227
"01063",0,69675.287460635
"01065",0,167137.327690899
"01067",0,49413.2317201783
"01069",0,316758.070761753
"01071",0,138599.746036528
"01075",0,62119.1787983474
"01077",0,311064.998122746
"01079",0,150403.932339574
"01083",0,608427.331090567
"01085",0,29021.7040311134
"01091",0,140639.092863058
"01093",0,182935.530151236
"01095",0,642695.972912948
"01099",0,47651.9784252544
"01103",0,732753.223163522
"01105",0,103539.346042809
"01107",0,202300.769279504
"01109",0,159682.326959711
"01111",0,120544.06620385
"01113",0,284177.723780606
"01115",0,4696644.16385387
"01119",0,69797.5736640891
"01121",0,1429742.92303406
"01123",0,632158.377462812
"01127",0,2214501.87172557
"01129",0,76504.3367423651
"01131",0,22702.463455469
"01133",0,271746.85017395
"02013",0,531.73782624088
"02016",0,340.580504127655
"02060",0,17.7445642161716
"02063",0,17725.6623061836
"02066",0,212.934770594059
"02068",0,8078.34767333061
"02070",0,357.871910421958
"02100",0,458.855787825176
"02105",0,983.262402482519
"02110",0,22098.4998548611
"02122",0,100549.435482099
"02130",0,3281.20694740016
"02150",0,2985.51257437766
"02158",0,389.931915839015
"02164",0,498.31007217142
"02170",0,190566.152084709
"02180",0,285.11266966302
"02185",0,5756.52598052713
"02188",0,89.7735164905073
"02195",0,1445.78379609946
"02198",0,3842.44306215539
"02230",0,327.75413416084
"02240",0,36201.7357341503
"02275",0,1185.34231301154
"02282",0,595.38487152203
"02290",0,36664.5566778894
"04003",0,1002493.30489102
"04007",0,292764.151782165
"04009",0,333261.384773976
"04011",0,48153.9249909003
"04012",0,32516.0248742932
"04015",0,415359.749950031
"04021",0,3739258.45947745
"04025",0,915453.935751599
"05001",0,58573.4500447467
"05003",0,33350.8611668579
"05005",0,109050.678125982
"05007",0,839629.437910419
"05009",0,100504.219397781
"05011",0,31071.363037569
"05013",0,14172.4000809158
"05015",0,49562.0446175123
"05017",0,25014.5720411426
"05021",0,53314.6643375574
"05023",0,53251.0321629655
"05025",0,33236.8924959092
"05027",0,49514.2650291246
"05029",0,122951.97134036
"05033",0,104266.368999475
"05035",0,2231734.27567091
"05037",0,66644.4605958282
"05039",0,26113.6648767011
"05041",0,39116.2416088904
"05043",0,54719.2264971545
"05045",0,2407418.11812379
"05047",0,15035.6732016023
"05049",0,34818.2148727289
"05051",0,733788.605595379
"05053",0,344971.603979605
"05055",0,147572.622163392
"05057",0,64002.1348849624
"05059",0,236805.283167271
"05061",0,10574.1732086523
"05063",0,88993.4711189326
"05065",0,24669.6700296948
"05067",0,69348.3477198061
"05069",0,961050.703255237
"05071",0,98206.9881239862
"05073",0,47108.7594810567
"05075",0,54347.041330712
"05077",0,59503.6322467147
"05079",0,45725.0692269157
"05081",0,30294.2553311992
"05083",0,21935.4404223119
"05085",0,1959412.70261062
"05087",0,23379.4715235075
"05089",0,42018.333526528
"05091",0,95085.6990020608
"05093",0,152155.719690731
"05095",0,39545.7605802145
"05097",0,41936.6527717129
"05099",0,13680.1262379226
"05101",0,19434.5737214574
"05103",0,65049.2159914572
"05105",0,36358.9654707821
"05107",0,38648.7272614069
"05109",0,25428.9031454253
"05111",0,153000.67945582
"05113",0,23940.6076247291
"05115",0,248566.782532121
"05117",0,61671.7959765323
"05121",0,64976.8149944085
"05123",0,174363.013379574
"05125",0,4790813.96514342
"05127",0,11403.1274354536
"05129",0,21528.2203463797
"05131",0,256910.021186935
"05133",0,12504.1057834138
"05135",0,39338.8989478521
"05137",0,18309.6038644952
"05139",0,107242.739410833
"05141",0,39308.9768347593
"05145",0,650674.064824248
"05147",0,23489.3538374367
"05149",0,85646.1272122243
"06003",0,26603.8507945711
"06005",0,1679886.64938802
"06007",0,1320794.39486178
"06009",0,828120.110716115
"06011",0,469200.676532894
"06015",0,68202.2463074571
"06021",0,72668.2054729656
"06025",0,1046621.82224018
"06027",0,310412.717208456
"06031",0,692798.560745561
"06033",0,258010.42427919
"06035",0,29195.4803535066
"06039",0,836006.597199305
"06043",0,426896.611716337
"06045",0,567958.298752701
"06049",0,3321.04643527954
"06051",0,145239.738552471
"06057",0,718650.918284499
"06061",0,9549849.60818345
"06063",0,149508.930944604
"06069",0,852476.465872626
"06089",0,488331.93198429
"06091",0,7306.21174959908
"06093",0,177255.415174641
"06099",0,6663433.11309243
"06101",0,1710702.97291827
"06103",0,805559.338448823
"06105",0,7727.67588255238
"06107",0,1638985.55638393
"06109",0,2345600.61521985
"06115",0,1919829.63403454
"08003",0,31166.8869252184
"08007",0,69204.714047354
"08009",0,23264.3114558998
"08011",0,10186.4346581832
"08015",0,126636.716331117
"08017",0,330.306571662805
"08019",0,187462.512978144
"08021",0,24545.586188256
"08023",0,19033.6056573246
"08025",0,37465.8116385703
"08027",0,17067.6475787395
"08029",0,74415.0480432194
"08033",0,7872.29040559315
"08039",0,885036.155395577
"08043",0,402445.037932871
"08045",0,191069.989765889
"08047",0,225402.986209878
"08051",0,65557.9961304107
"08053",0,171.323035586688
"08055",0,6615.32426811285
"08057",0,31938.7100106351
"08061",0,8729.93953008914
"08063",0,11682.3839709062
"08065",0,34714.2504349695
"08071",0,47388.2226612296
"08073",0,31873.973976717
"08075",0,768046.217046362
"08077",0,253823.423335409
"08079",0,10716.0662199311
"08081",0,90386.6893556786
"08083",0,16871.0047261863
"08085",0,115685.759978708
"08087",0,291586.077809926
"08089",0,13160.6466576345
"08091",0,3909.57162008693
"08093",0,57765.8779089735
"08095",0,44314.1348975411
"08097",0,139521.005323966
"08099",0,85416.8811683306
"08101",0,616055.478048955
"08103",0,16942.8422016924
"08105",0,36732.9989069938
"08107",0,264019.144759867
"08109",0,11339.9873310449
"08111",0,7012.22901859249
"08113",0,14859.2066233429
"08115",0,2938.34043147714
"08117",0,286136.094240989
"08119",0,221307.279506451
"08121",0,71774.8906789735
"08125",0,3978.4741149369
"09160",0,6544446.99263206
"09180",0,11092875.9956652
"12003",0,365118.734673839
"12005",0,459733.615681734
"12007",0,3642909.71393413
"12013",0,159720.373430323
"12015",0,368707.665090026
"12017",0,620038.958578232
"12019",0,4990514.68238825
"12021",0,866892.539753345
"12023",0,4784118.21749352
"12027",0,65550.0972009434
"12029",0,1116450.28958753
"12035",0,1648886.90528835
"12037",0,109294.646687912
"12039",0,1690126.61630852
"12041",0,2508005.24400426
"12043",0,44684.9047218015
"12045",0,125018.705000658
"12047",0,149240.531576379
"12049",0,47562.534102018
"12051",0,55337.3768852686
"12053",0,1166985.69637801
"12055",0,185259.990064697
"12059",0,59790.2665959165
"12061",0,434331.867511203
"12063",0,166302.96449663
"12065",0,356554.471647969
"12067",0,172186.282774384
"12069",0,978414.341024948
"12075",0,5354738.04736367
"12077",0,72831.2149989654
"12079",0,170189.162815086
"12083",0,8257950.26315603
"12087",0,389302.652235888
"12089",0,796691.467685538
"12091",0,542126.659716012
"12093",0,100884.372649512
"12097",0,1035371.0085677
"12101",0,12769854.7588002
"12103",0,9092243.60017426
"12107",0,1444567.03452775
"12109",0,4413130.32923453
"12111",0,1162726.72228162
"12113",0,345527.322292277
"12115",0,1887653.62144849
"12119",0,420623.154969711
"12121",0,1265705.39733431
"12123",0,73112.1389778424
"12125",0,2026738.32848653
"12127",0,1591387.18663441
"12129",0,1159955.48757689
"12131",0,167683.998997764
"12133",0,68883.7949110303
"13001",0,40177.8988009164
"13003",0,11985.5414684753
"13005",0,9055.56474401091
"13007",0,15215.5409543135
"13009",0,277166.859343977
"13011",0,76583.2740945962
"13013",0,1915607.61476079
"13015",0,1188790.67847007
"13017",0,20289.7925796166
"13019",0,134891.111456834
"13023",0,39170.3275460178
"13025",0,39421.1433416108
"13027",0,56029.9889553615
"13029",0,99446.4574723213
"13033",0,1054012.90690166
"13035",0,113340.899292463
"13037",0,21295.4262042447
"13039",0,284474.510213392
"13043",0,26773.3424162302
"13045",0,1544505.14208475
"13047",0,118535.701709741
"13049",0,22571.6600648441
"13051",0,1307413.97831256
"13053",0,30673.9100164664
"13055",0,186811.255492847
"13057",0,3639153.47776001
"13061",0,14218.4025673413
"13063",0,9396965.92701031
"13065",0,8009.51887635208
"13069",0,39086.4662291231
"13071",0,195416.871793036
"13075",0,65561.2546607409
"13077",0,2386308.28995632
"13079",0,67916.0367598127
"13081",0,56408.0249018327
"13083",0,130818.852649944
"13085",0,449368.571981816
"13087",0,161995.867823655
"13091",0,57836.2540145453
"13093",0,14085.998990543
"13097",0,2921216.74650589
"13099",0,32774.2161335837
"13101",0,86140.6414892178
"13103",0,211031.557812474
"13105",0,198914.121311071
"13107",0,133485.675140995
"13109",0,16507.3596659645
"13111",0,89094.0567305167
"13113",0,3254419.96947864
"13115",0,944980.700532294
"13117",0,3591291.74914441
"13119",0,288739.045663538
"13123",0,128950.187654923
"13125",0,65686.230458471
"13127",0,458284.412604593
"13129",0,209585.47063421
"13131",0,168015.661040777
"13133",0,184221.345146721
"13135",0,37295283.710699
"13137",0,184460.910614033
"13139",0,1312911.19948748
"13141",0,50314.0853531964
"13143",0,105527.363700553
"13145",0,107278.608861841
"13147",0,327934.088186953
"13149",0,114128.532031627
"13151",0,7647044.9894709
"13153",0,486530.26540397
"13155",0,8846.74696252077
"13157",0,1733710.95861931
"13159",0,71054.5281015635
"13161",0,26603.2272735664
"13163",0,469383.902523662
"13165",0,183615.360529061
"13167",0,27627.7650031365
"13169",0,191857.532659704
"13171",0,115273.844216384
"13173",0,114793.420090779
"13175",0,244117.184475025
"13177",0,52502.3343365501
"13179",0,270529.313789711
"13181",0,237939.819330013
"13183",0,55111.4975805501
"13185",0,341267.62102996
"13187",0,61876.411859272
"13189",0,1062955.00198296
"13191",0,78729.9850874777
"13193",0,26708.9063539679
"13195",0,1873827.86716021
"13197",0,12968.2386177186
"13199",0,127699.841897794
"13201",0,28822.927544175
"13205",0,71649.1535319162
"13207",0,126231.340896365
"13209",0,17427.5227284948
"13211",0,720670.032232724
"13213",0,107549.313883156
"13215",0,677381.934333103
"13217",0,4228685.47937666
"13219",0,7923283.16860554
"13221",0,1636338.28729168
"13223",0,1723700.20114684
"13225",0,99256.1290915251
"13227",0,417808.099053635
"13229",0,35577.8904243228
"13231",0,124254.499315023
"13233",0,242662.634898761
"13235",0,17307.0932110704
"13237",0,103134.708238254
"13239",0,8198.28955581738
"13241",0,49487.0569672604
"13243",0,29366.8585048027
"13247",0,3947805.5205009
"13249",0,15291.8805762248
"13251",0,141360.230093901
"13253",0,12112.4703474446
"13255",0,686354.916818023
"13257",0,421038.608770869
"13259",0,53125.6976688892
"13261",0,67976.8852421008
"13263",0,20812.8467776027
"13265",0,13265.439845058
"13267",0,80706.5460329562
"13269",0,20624.7706492544
"13271",0,32926.3269311966
"13273",0,17504.181696064
"13275",0,385416.475041893
"13277",0,200767.323276144
"13279",0,72266.0772596077
"13281",0,130339.252128937
"13283",0,20994.0763297477
"13285",0,292690.954454848
"13287",0,29256.8486068926
"13289",0,24522.0459784633
"13291",0,144121.293294199
"13293",0,57652.8999600871
"13295",0,114498.210713586
