"ORIGIN","DESTINATION","IDC_econ_loss"
"48025","48201",55629.6511029432
"48027","48201",330612.370288866
"48029","48201",3405847.16482474
"48031","48201",5035.12636327737
"48035","48201",10070.2527265548
"48037","48201",25194.1500353629
"48039","48201",36799426.453812
"48041","13089",18894.4305436254
"48041","48201",1412879.64227703
"48043","48201",5081.0755090798
"48049","48201",10290.3537081479
"48051","48201",94185.910562488
"48053","48201",20140.5054531095
"48055","48201",82902.9266896784
"48057","48201",54618.6050174721
"48059","48201",5081.0755090798
"48061","48201",115991.894021678
"48063","48201",10070.2527265548
"48067","48201",10070.2527265548
"48071","48201",875852.557233067
"48073","48201",28471.0469500833
"48077","48201",3687.65864420227
"48081","48201",5035.12636327737
"48083","48201",1769.86168053127
"48085","48201",1469364.18514127
"48089","48201",524964.666589928
"48091","48201",83997.9467966457
"48095","48201",5035.12636327737
"48099","48201",30413.0729818499
"48113","13089",207838.735979879
"48113","48201",1940158.59962939
"48115","48201",18.518218976037
"48119","48201",10070.2527265548
"48121","48201",671514.617603328
"48123","48201",74477.572512953
"48131","48201",25451.3266912014
"48133","48201",10088.7709455308
"48135","48201",10613.4225716089
"48139","13089",113.585474030692
"48139","48201",148726.784903445
"48141","48201",217107.772516359
"48143","48201",15142.4155277842
"48145","48201",20232.4037447144
"48147","48201",5035.12636327737
"48149","48201",49170.9415456048
